Date_wise,Flight_No,Airlines_Name,Departure_City_Code,Departure_City,Departure_Airport,Departure_Date,Departure_time_scheduled,Departure_time_estimated,Departure_terminal,Arrival_City_Code,Arrival_City,Arrival_Airport,Arrival_Date,Arrival_time_scheduled,Arrivial_time_estimated,Arrival_terminal,Flight_Status,Flight_Time_status,Flight_delay_by_time,Flight_time,Flight_distance,Aircraft_equipment_code,Aircraft_equipment_description
19-06-2022,6E 6293,IndiGo,BOM,Mumbai,Chhatrapati Shivaji International Airport,19-06-2022,07:35 IST,07:42 IST,2,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,09:20 IST,09:40 IST,1,Arrived,Delayed,20m,1h 58m,518 mi,,
19-06-2022,TK 4721,Turkish Airlines,BOM,Mumbai,Chhatrapati Shivaji International Airport,19-06-2022,07:35 IST,07:42 IST,2,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,09:20 IST,09:40 IST,1,Arrived,Delayed,20m,1h 58m,518 mi,32N,Airbus A320neo
19-06-2022,6E 921,IndiGo,GOI,Goa,Dabolim Airport,19-06-2022,08:15 IST,07:56 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,09:30 IST,09:19 IST,1,Arrived,On time,,1h 23m,300 mi,32N,Airbus A320neo
19-06-2022,6E 151,IndiGo,HYD,Hyderabad,Rajiv Gandhi International Airport,19-06-2022,08:15 IST,08:08 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,09:30 IST,09:19 IST,1,Arrived,On time,,1h 11m,283 mi,32N,Airbus A320neo
19-06-2022,UK 512,Vistara,CJB,Coimbatore,Coimbatore International Airport,19-06-2022,08:35 IST,08:23 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,09:30 IST,09:24 IST,,Arrived,On time,,1h 1m,157 mi,32N,Airbus A320neo
19-06-2022,6E 849,IndiGo,IXC,Chandigarh,Chandigarh Airport,19-06-2022,06:50 IST,06:51 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,09:45 IST,09:55 IST,1,Arrived,On time,,3h 4m,1209 mi,32Q,Airbus A321neo
19-06-2022,6E 393,IndiGo,BBI,Bhubaneswar,Biju Patnaik International Airport,19-06-2022,07:55 IST,07:45 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,09:45 IST,09:48 IST,1,Arrived,On time,,2h 3m,724 mi,32N,Airbus A320neo
19-06-2022,6E 5009,IndiGo,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,06:55 IST,07:06 IST,3,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,09:50 IST,09:59 IST,1,Arrived,On time,,2h 53m,1062 mi,,
19-06-2022,TK 4716,Turkish Airlines,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,06:55 IST,07:06 IST,3,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,09:50 IST,09:59 IST,1,Arrived,On time,,2h 53m,1062 mi,32Q,Airbus A321neo
19-06-2022,6E 823,IndiGo,AMD,Ahmedabad,Ahmedabad Airport,19-06-2022,07:40 IST,07:41 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:00 IST,10:07 IST,1,Arrived,On time,,2h 26m,759 mi,32N,Airbus A320neo
19-06-2022,6E 6799,IndiGo,IXR,Ranchi,Birsa Munda Airport,19-06-2022,07:55 IST,07:49 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:10 IST,10:12 IST,1,Arrived,On time,,2h 23m,859 mi,32N,Airbus A320neo
19-06-2022,G8 802,Go First,AMD,Ahmedabad,Ahmedabad Airport,19-06-2022,08:00 IST,07:44 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:10 IST,10:21 IST,,Arrived,On time,,2h 37m,759 mi,32N,Airbus A320neo
19-06-2022,6E 7172,IndiGo,IXM,Madurai,Madurai Airport,19-06-2022,08:45 IST,09:00 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:10 IST,10:26 IST,1,Arrived,Delayed,16m,1h 26m,234 mi,AT7,ATR 72
19-06-2022,6E 5287,IndiGo,BOM,Mumbai,Chhatrapati Shivaji International Airport,19-06-2022,08:30 IST,08:19 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:15 IST,10:03 IST,1,Arrived,On time,,1h 44m,518 mi,32N,Airbus A320neo
19-06-2022,6E 909,IndiGo,NAG,Nagpur,Dr. Babasaheb Ambedkar International Airport,19-06-2022,08:35 IST,08:24 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:15 IST,10:11 IST,1,Arrived,On time,,1h 47m,552 mi,32Q,Airbus A321neo
19-06-2022,I5 1622,AirAsia India,IXR,Ranchi,Birsa Munda Airport,19-06-2022,08:05 IST,07:59 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:20 IST,10:21 IST,,Arrived,On time,,2h 22m,859 mi,320,Airbus A320
19-06-2022,6E 7203,IndiGo,VGA,Vijayawada,Vijayawada Airport,19-06-2022,08:45 IST,08:35 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:20 IST,10:16 IST,1,Arrived,On time,,1h 41m,309 mi,AT7,ATR 72
19-06-2022,6E 7245,IndiGo,TRZ,Tiruchirappalli,Tiruchirapalli International Airport,19-06-2022,09:15 IST,09:31 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:25 IST,10:39 IST,1,Arrived,On time,,1h 8m,181 mi,AT7,ATR 72
19-06-2022,6E 6066,IndiGo,HYD,Hyderabad,Rajiv Gandhi International Airport,19-06-2022,09:30 IST,09:35 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:35 IST,10:46 IST,1,Arrived,On time,,1h 11m,283 mi,32N,Airbus A320neo
19-06-2022,I5 740,AirAsia India,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,08:10 IST,08:04 IST,3,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:40 IST,10:56 IST,,Arrived,Delayed,16m,2h 52m,1062 mi,32N,Airbus A320neo
19-06-2022,6E 144,IndiGo,VNS,Varanasi,Lal Bahadur Shastri International Airport,19-06-2022,08:25 IST,08:24 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:45 IST,10:46 IST,1,Arrived,On time,,2h 22m,910 mi,32N,Airbus A320neo
19-06-2022,UK 863,Vistara,BOM,Mumbai,Chhatrapati Shivaji International Airport,19-06-2022,09:05 IST,08:53 IST,2,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:45 IST,10:28 IST,,Arrived,On time,,1h 35m,518 mi,32N,Airbus A320neo
19-06-2022,6E 6482,IndiGo,COK,Kochi,Cochin International Airport,19-06-2022,09:40 IST,09:37 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:45 IST,10:42 IST,1,Arrived,On time,,1h 5m,229 mi,32N,Airbus A320neo
19-06-2022,G8 42,Go First,HKT,Phuket,Phuket International Airport,19-06-2022,08:45 +07,08:41 +07,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:50 IST,11:00 IST,,Arrived,On time,,3h 49m,1441 mi,,
19-06-2022,W2 9174,FlexFlight,HKT,Phuket,Phuket International Airport,19-06-2022,08:45 +07,08:41 +07,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:50 IST,11:00 IST,,Arrived,On time,,3h 49m,1441 mi,32N,Airbus A320neo
19-06-2022,UK 815,Vistara,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,08:05 IST,07:55 IST,3,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:50 IST,10:37 IST,,Arrived,On time,,2h 42m,1062 mi,,
19-06-2022,BA 5839,British Airways,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,08:05 IST,07:55 IST,3,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:50 IST,10:37 IST,,Arrived,On time,,2h 42m,1062 mi,32N,Airbus A320neo
19-06-2022,6E 7113,IndiGo,RJA,Rajahmundry,Rajahmundry Airport,19-06-2022,08:55 IST,08:50 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,10:50 IST,10:32 IST,1,Arrived,On time,,1h 42m,385 mi,AT7,ATR 72
19-06-2022,6E 308,IndiGo,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,08:20 IST,08:14 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:00 IST,10:55 IST,1,Arrived,On time,,2h 41m,1062 mi,,
19-06-2022,TK 4717,Turkish Airlines,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,08:20 IST,08:14 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:00 IST,10:55 IST,1,Arrived,On time,,2h 41m,1062 mi,32Q,Airbus A321neo
19-06-2022,6E 764,IndiGo,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,19-06-2022,08:35 IST,08:28 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:10 IST,10:50 IST,1,Arrived,On time,,2h 22m,960 mi,32N,Airbus A320neo
19-06-2022,AI 639,Air India,BOM,Mumbai,Chhatrapati Shivaji International Airport,19-06-2022,09:30 IST,09:43 IST,2,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:10 IST,11:04 IST,,Arrived,On time,,1h 21m,518 mi,32N,Airbus A320neo
19-06-2022,I5 1565,AirAsia India,BBI,Bhubaneswar,Biju Patnaik International Airport,19-06-2022,09:15 IST,09:42 IST,2,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:20 IST,11:33 IST,,Arrived,On time,,1h 51m,724 mi,320,Airbus A320
19-06-2022,6E 6316,IndiGo,DED,Dehra Dun,Dehra Dun Airport,19-06-2022,08:50 IST,08:46 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:25 IST,11:29 IST,1,Arrived,On time,,2h 43m,1183 mi,32N,Airbus A320neo
19-06-2022,6E 6478,IndiGo,BOM,Mumbai,Chhatrapati Shivaji International Airport,19-06-2022,09:55 IST,09:53 IST,2,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:35 IST,11:36 IST,1,Arrived,On time,,1h 43m,518 mi,32Q,Airbus A321neo
19-06-2022,G8 273,Go First,PAT,Patna,Jay Prakash Narayan International Airport,19-06-2022,09:05 IST,08:55 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:40 IST,11:14 IST,,Arrived,On time,,2h 19m,982 mi,,
19-06-2022,W2 8978,FlexFlight,PAT,Patna,Jay Prakash Narayan International Airport,19-06-2022,09:05 IST,08:55 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:40 IST,11:14 IST,,Arrived,On time,,2h 19m,982 mi,32N,Airbus A320neo
19-06-2022,6E 325,IndiGo,LKO,Lucknow,Chaudhary Charan Singh International Airport,19-06-2022,09:10 IST,09:07 IST,2,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:40 IST,11:30 IST,1,Arrived,On time,,2h 23m,959 mi,32Q,Airbus A321neo
19-06-2022,CD 502,Alliance Air,VGA,Vijayawada,Vijayawada Airport,19-06-2022,10:00 IST,10:19 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:40 IST,11:42 IST,,Arrived,On time,,1h 23m,309 mi,AT7,ATR 72
19-06-2022,I5 1781,AirAsia India,IXB,Bagdogra,Bagdogra Airport,19-06-2022,08:40 IST,08:37 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:45 IST,11:16 IST,,Arrived,On time,,2h 39m,1158 mi,32N,Airbus A320neo
19-06-2022,UK 801,Vistara,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,09:05 IST,09:03 IST,3,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:50 IST,11:45 IST,,Arrived,On time,,2h 42m,1062 mi,32N,Airbus A320neo
19-06-2022,6E 6827,IndiGo,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,09:15 IST,09:05 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:55 IST,11:37 IST,1,Arrived,On time,,2h 32m,1062 mi,,
19-06-2022,TK 4718,Turkish Airlines,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,09:15 IST,09:05 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:55 IST,11:37 IST,1,Arrived,On time,,2h 32m,1062 mi,32N,Airbus A320neo
19-06-2022,6E 758,IndiGo,AMD,Ahmedabad,Ahmedabad Airport,19-06-2022,09:45 IST,09:44 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,11:55 IST,11:53 IST,1,Arrived,On time,,2h 9m,759 mi,32N,Airbus A320neo
19-06-2022,6E 406,IndiGo,RPR,Raipur,Swami Vivekananda Airport,19-06-2022,10:10 IST,10:03 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,12:05 IST,11:48 IST,1,Arrived,On time,,1h 45m,612 mi,32Q,Airbus A321neo
19-06-2022,I5 1426,AirAsia India,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,19-06-2022,09:30 IST,09:38 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,12:10 IST,11:59 IST,,Arrived,On time,,2h 21m,960 mi,320,Airbus A320
19-06-2022,SG 4004,SpiceJet,SAG,Shirdi,Shirdi Airport,19-06-2022,12:25 IST,08:30 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:35 IST,10:25 IST,,Arrived,On time,,1h 55m,500 mi,DH4,De Havilland (Bombardier) DHC-8-400 Dash 8Q
19-06-2022,6E 703,IndiGo,BHO,Bhopal,Raja Bhoj Airport,19-06-2022,09:55 IST,10:58 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,12:10 IST,12:46 IST,1,Arrived,Delayed,36m,1h 48m,698 mi,32N,Airbus A320neo
19-06-2022,6E 6892,IndiGo,MAA,Chennai,Chennai Airport,19-06-2022,11:20 IST,11:21 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,12:10 IST,12:09 IST,1,Arrived,On time,,48m,166 mi,32N,Airbus A320neo
19-06-2022,SG 494,SpiceJet,DBR,Darbhanga,Darbhanga Airport,19-06-2022,09:30 IST,09:35 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,12:20 IST,12:10 IST,,Arrived,On time,,2h 35m,1043 mi,73H,Boeing 737-800 (winglets) Passenger/BBJ2
19-06-2022,I5 1529,AirAsia India,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,09:35 IST,09:36 IST,3,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,12:25 IST,12:23 IST,,Arrived,On time,,2h 47m,1062 mi,320,Airbus A320
19-06-2022,AI 506,Air India,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,09:45 IST,10:15 IST,3,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,12:30 IST,12:37 IST,,Arrived,On time,,2h 22m,1062 mi,32N,Airbus A320neo
19-06-2022,6E 7233,IndiGo,HBX,Hubli,Hubli Airport,19-06-2022,11:10 IST,11:21 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,12:30 IST,12:39 IST,1,Arrived,On time,,1h 18m,230 mi,AT7,ATR 72
19-06-2022,6E 6675,IndiGo,COK,Kochi,Cochin International Airport,19-06-2022,11:30 IST,11:30 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,12:30 IST,12:36 IST,1,Arrived,On time,,1h 6m,229 mi,32N,Airbus A320neo
19-06-2022,SG 3326,SpiceJet,GWL,Gwalior,Gwalior Airport,19-06-2022,09:30 IST,09:30 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,12:40 IST,12:35 IST,,Arrived,On time,,3h 5m,905 mi,DH8,De Havilland (Bombardier) DHC-8 Dash 8
19-06-2022,6E 445,IndiGo,IXB,Bagdogra,Bagdogra Airport,19-06-2022,09:50 IST,10:00 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,12:40 IST,12:29 IST,1,Arrived,On time,,2h 29m,1158 mi,32N,Airbus A320neo
19-06-2022,SG 328,SpiceJet,IXB,Bagdogra,Bagdogra Airport,19-06-2022,09:40 IST,10:05 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,12:55 IST,13:05 IST,,Arrived,On time,,3h,1158 mi,7M8,Boeing 737MAX 8 Passenger
19-06-2022,I5 1453,AirAsia India,VTZ,Vishakhapatnam,Vishakhapatnam Airport,19-06-2022,11:15 IST,10:58 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,13:00 IST,12:21 IST,,Arrived,On time,,1h 23m,482 mi,320,Airbus A320
19-06-2022,6E 172,IndiGo,IXE,Mangalore,Mangalore Airport,19-06-2022,12:00 IST,11:57 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,13:00 IST,12:54 IST,1,Arrived,On time,,57m,190 mi,32N,Airbus A320neo
19-06-2022,6E 827,IndiGo,HYD,Hyderabad,Rajiv Gandhi International Airport,19-06-2022,12:00 IST,12:02 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,13:10 IST,13:07 IST,1,Arrived,On time,,1h 5m,283 mi,32N,Airbus A320neo
19-06-2022,6E 5382,IndiGo,BOM,Mumbai,Chhatrapati Shivaji International Airport,19-06-2022,11:50 IST,11:47 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,13:20 IST,13:35 IST,1,Arrived,Delayed,15m,1h 48m,518 mi,32Q,Airbus A321neo
19-06-2022,6E 6027,IndiGo,CNN,Kannur,Kannur International Airport,19-06-2022,12:30 IST,12:19 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,13:30 IST,13:17 IST,1,Arrived,On time,,58m,170 mi,32N,Airbus A320neo
19-06-2022,I5 972,AirAsia India,COK,Kochi,Cochin International Airport,19-06-2022,12:45 IST,12:39 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,13:50 IST,13:38 IST,,Arrived,On time,,59m,229 mi,320,Airbus A320
19-06-2022,6E 6605,IndiGo,MAA,Chennai,Chennai Airport,19-06-2022,13:00 IST,13:33 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:00 IST,14:29 IST,1,Arrived,Delayed,29m,56m,166 mi,32N,Airbus A320neo
19-06-2022,6E 2188,IndiGo,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,11:30 IST,11:27 IST,2,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:15 IST,14:08 IST,1,Arrived,On time,,2h 41m,1062 mi,,
19-06-2022,TK 4719,Turkish Airlines,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,11:30 IST,11:27 IST,2,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:15 IST,14:08 IST,1,Arrived,On time,,2h 41m,1062 mi,32Q,Airbus A321neo
19-06-2022,I5 820,AirAsia India,IXR,Ranchi,Birsa Munda Airport,19-06-2022,11:55 IST,11:52 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:15 IST,14:01 IST,,Arrived,On time,,2h 9m,859 mi,320,Airbus A320
19-06-2022,6E 7223,IndiGo,IXM,Madurai,Madurai Airport,19-06-2022,12:55 IST,12:54 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:15 IST,14:06 IST,1,Arrived,On time,,1h 12m,234 mi,AT7,ATR 72
19-06-2022,6E 6162,IndiGo,PAT,Patna,Jay Prakash Narayan International Airport,19-06-2022,11:40 IST,12:00 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:20 IST,14:49 IST,1,Arrived,Delayed,29m,2h 49m,982 mi,32N,Airbus A320neo
19-06-2022,6E 498,IndiGo,JAI,Jaipur,Jaipur Airport,19-06-2022,12:05 IST,12:41 IST,2,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:25 IST,15:12 IST,1,Arrived,Delayed,47m,2h 31m,949 mi,32N,Airbus A320neo
19-06-2022,6E 6231,IndiGo,TRV,Thiruvananthapuram,Trivandrum International Airport,19-06-2022,13:20 IST,13:45 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:35 IST,14:57 IST,1,Arrived,Delayed,22m,1h 12m,331 mi,32N,Airbus A320neo
19-06-2022,6E 347,IndiGo,IXE,Mangalore,Mangalore Airport,19-06-2022,13:40 IST,13:50 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:35 IST,14:46 IST,1,Arrived,On time,,56m,190 mi,32Q,Airbus A321neo
19-06-2022,6E 455,IndiGo,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,19-06-2022,12:05 IST,11:56 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:40 IST,14:18 IST,1,Arrived,On time,,2h 22m,960 mi,32N,Airbus A320neo
19-06-2022,6E 1789,IndiGo,MLE,Male,Velana International Airport,19-06-2022,12:20 +05,12:16 +05,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:40 IST,14:40 IST,1,Arrived,On time,,1h 54m,685 mi,32N,Airbus A320neo
19-06-2022,6E 7072,IndiGo,VGA,Vijayawada,Vijayawada Airport,19-06-2022,12:55 IST,13:16 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:40 IST,14:51 IST,1,Arrived,On time,,1h 35m,309 mi,AT7,ATR 72
19-06-2022,I5 942,AirAsia India,BOM,Mumbai,Chhatrapati Shivaji International Airport,19-06-2022,13:05 IST,12:51 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:45 IST,14:36 IST,,Arrived,On time,,1h 45m,518 mi,320,Airbus A320
19-06-2022,6E 7202,IndiGo,CNN,Kannur,Kannur International Airport,19-06-2022,13:30 IST,13:20 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:45 IST,14:23 IST,1,Arrived,On time,,1h 3m,170 mi,AT7,ATR 72
19-06-2022,6E 6197,IndiGo,BBI,Bhubaneswar,Biju Patnaik International Airport,19-06-2022,12:40 IST,12:32 IST,1,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:50 IST,14:22 IST,1,Arrived,On time,,1h 50m,724 mi,32A,Airbus A320 (sharklets)
19-06-2022,SG 3999,SpiceJet,PNY,Puducherry,Puducherry Airport,19-06-2022,13:50 IST,13:47 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,14:50 IST,14:47 IST,,Arrived,On time,,1h,165 mi,DH4,De Havilland (Bombardier) DHC-8-400 Dash 8Q
19-06-2022,G8 3122,Go First,JAI,Jaipur,Jaipur Airport,19-06-2022,12:30 IST,12:41 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,15:00 IST,15:10 IST,,Arrived,On time,,2h 29m,949 mi,,
19-06-2022,W2 8792,FlexFlight,JAI,Jaipur,Jaipur Airport,19-06-2022,12:30 IST,12:41 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,15:00 IST,15:10 IST,,Arrived,On time,,2h 29m,949 mi,32N,Airbus A320neo
19-06-2022,G8 286,Go First,GOI,Goa,Dabolim Airport,19-06-2022,13:50 IST,13:59 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,15:05 IST,15:10 IST,,Arrived,On time,,1h 11m,300 mi,32N,Airbus A320neo
19-06-2022,I5 1983,AirAsia India,GAU,Guwahati,Lokpriya Gopinath Bordoloi International Airport,19-06-2022,12:15 IST,12:52 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,15:25 IST,15:54 IST,,Arrived,Delayed,29m,3h 2m,1267 mi,320,Airbus A320
19-06-2022,SG 694,SpiceJet,DBR,Darbhanga,Darbhanga Airport,19-06-2022,12:40 IST,13:14 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,15:25 IST,15:52 IST,,Arrived,Delayed,27m,2h 38m,1043 mi,73H,Boeing 737-800 (winglets) Passenger/BBJ2
19-06-2022,6E 629,IndiGo,PNQ,Pune,Pune Airport,19-06-2022,13:50 IST,13:47 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,15:30 IST,15:20 IST,1,Arrived,On time,,1h 33m,449 mi,32N,Airbus A320neo
19-06-2022,I5 1543,AirAsia India,HYD,Hyderabad,Rajiv Gandhi International Airport,19-06-2022,14:20 IST,14:22 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,15:30 IST,15:24 IST,,Arrived,On time,,1h 2m,283 mi,32N,Airbus A320neo
19-06-2022,6E 5186,IndiGo,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,13:00 IST,13:11 IST,3,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,15:35 IST,16:06 IST,1,Arrived,Delayed,31m,2h 55m,1062 mi,32Q,Airbus A321neo
19-06-2022,EK 562,Emirates,DXB,Dubai,Dubai Airport,19-06-2022,10:00 +04,10:00 +04,3,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,15:40 IST,15:17 IST,1,Arrived,On time,,3h 47m,1675 mi,77L,Boeing 777-200LR
19-06-2022,6E 422,IndiGo,VTZ,Vishakhapatnam,Vishakhapatnam Airport,19-06-2022,14:35 IST,14:38 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,15:50 IST,16:01 IST,1,Arrived,On time,,1h 23m,482 mi,32Q,Airbus A321neo
19-06-2022,6E 381,IndiGo,GOI,Goa,Dabolim Airport,19-06-2022,14:40 IST,14:43 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,15:50 IST,16:04 IST,1,Arrived,On time,,1h 21m,300 mi,32N,Airbus A320neo
19-06-2022,CD 510,Alliance Air,GBI,Gulbarga,Kalaburagi Airport,19-06-2022,14:30 IST,14:30 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,15:55 IST,15:45 IST,,Arrived,On time,,1h 15m,288 mi,AT7,ATR 72
19-06-2022,UK 868,Vistara,GOI,Goa,Dabolim Airport,19-06-2022,14:40 IST,14:37 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,15:55 IST,15:47 IST,,Arrived,On time,,1h 10m,300 mi,32N,Airbus A320neo
19-06-2022,6E 5917,IndiGo,AGR,Agra,Kheria Airport,19-06-2022,13:40 IST,13:45 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,16:00 IST,16:12 IST,1,Arrived,On time,,2h 27m,965 mi,32N,Airbus A320neo
19-06-2022,6E 7914,IndiGo,KJB,Kurnool,Kurnool Airport,19-06-2022,15:10 IST,15:33 IST,,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,16:05 IST,16:40 IST,1,Arrived,Delayed,35m,1h 7m,176 mi,AT7,ATR 72
19-06-2022,AI 502,Air India,DEL,Delhi,Indira Gandhi International Airport,19-06-2022,13:30 IST,14:09 IST,3,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,16:15 IST,16:34 IST,,Arrived,Delayed,19m,2h 25m,1062 mi,32N,Airbus A320neo
19-06-2022,6E 219,IndiGo,BOM,Mumbai,Chhatrapati Shivaji International Airport,19-06-2022,14:40 IST,15:02 IST,2,BLR,Bengaluru,Kempegowda International Airport,19-06-2022,16:15 IST,16:56 IST,1,Arrived,Delayed,41m,1h 54m,518 mi,32Q,Airbus A321neo
